TransactionID,Date,BranchID,CustomerID,ProductID,Quantity,UnitPrice,DiscountPercent,PaymentMethod,IsReturned
T00062,2024-10-06,B006,C0305,P015,2,2207.51,5,Transfer,0
T00063,2024-03-12,B001,C0409,P006,1,2976.68,0,Transfer,0
T00064,2023-08-16,B003,C0873,P031,1,1094.3,0,Cash,0
T00065,2023-10-15,B003,C0857,P016,6,2473.88,0,POS,1
T00066,2023-11-26,B002,C0585,P031,5,1094.3,0,Cash,0
T00067,2024-05-18,B003,C0685,P020,2,5897.54,5,POS,0
T00068,2024-01-06,B006,C1084,P039,6,5318.82,0,Transfer,0
T00069,2023-04-19,B002,C0247,P003,4,3510.43,20,Cash,1
T00070,2023-12-20,B006,C0972,P049,4,3948.07,0,POS,1
T00071,2024-07-17,B006,C0518,P058,6,6661.09,0,Card,0
T00072,2024-03-22,B001,C0989,P027,1,4599.07,15,POS,0
T00073,2023-03-04,B006,C0390,P048,7,3348.29,0,Cash,0
T00074,2024-01-29,B005,C0800,P026,5,3683.28,5,POS,0
T00075,2023-01-10,B005,C0933,P033,5,5086.1,0,POS,0
T00076,2023-05-02,B002,C0459,P003,4,3510.43,0,POS,0
T00077,2023-05-17,B003,,P042,4,6521.08,0,POS,0
T00078,2024-12-10,B005,C0756,P021,2,933.6,0,Transfer,0
T00079,2024-09-18,B003,C0665,P004,1,1904.03,0,POS,0
T00080,2023-09-20,B001,C1101,P043,2,3000.55,0,Card,0
T00081,2024-10-03,B006,C1129,P014,8,7065.75,0,Transfer,0
T00082,2024-02-09,B002,C0914,P015,7,2207.51,0,Card,1
T00083,2023-07-09,B002,C0387,P037,8,6315.84,0,POS,0
T00084,2023-06-16,B002,C0808,P044,4,5834.51,5,Card,0
T00085,2024-02-17,B001,C1079,P009,1,1122.17,0,Card,0
T00086,2023-01-14,B006,C0090,P009,4,1122.17,0,Transfer,0
T00087,2023-01-14,B001,C0218,P035,6,2458.92,0,Cash,0
T00088,2024-07-30,B004,C0335,P020,6,5897.54,0,POS,1
T00089,2024-10-04,B005,C0253,P002,1,1911.41,15,Cash,0
T00090,2023-05-26,B001,C0460,P002,4,1911.41,0,POS,0
T00091,2023-12-25,B006,C0231,P032,3,6891.12,0,POS,1
T00092,2024-01-01,B001,C0684,P008,6,5982.04,0,Cash,0
T00093,2023-07-02,B004,C1087,P022,3,1729.53,0,POS,0
T00094,2024-10-01,B003,C0714,P057,2,4455.9,0,Card,0
T00095,2024-12-21,B001,C0005,P056,3,5881.78,0,POS,0
T00096,2024-05-04,B001,C0232,P037,7,6315.84,0,Transfer,0
T00097,2023-05-11,B002,C0789,P023,6,1904.97,0,Card,0
T00098,2024-10-13,B003,C0284,P052,4,3233.56,0,Card,0
T00099,2024-07-03,B002,C0788,P006,7,2976.68,0,POS,0
T00100,2023-01-03,B002,C0036,P024,8,2082.58,0,Cash,1
T00101,2023-05-23,B003,C0943,P010,7,5689.49,0,POS,1
T00102,2024-12-15,B002,C0774,P047,1,2033.85,0,Card,0
T00103,2024-11-09,B005,C0152,P031,3,1094.3,15,POS,1
T00104,2024-08-05,B004,C0307,P049,3,3948.07,0,POS,0
T00105,2023-11-03,B004,C0843,P047,6,2033.85,0,Cash,0
T00106,2024-10-19,B001,C0356,P033,3,5086.1,20,Card,0
T00107,2024-08-08,B005,C0627,P046,4,3472.28,0,POS,0
T00108,2024-01-22,B002,C0434,P026,1,3683.28,10,Cash,0
T00109,2023-11-17,B006,C0830,P053,7,854.75,15,Card,0
T00110,2023-03-21,B003,C0688,P002,4,1911.41,0,Cash,1
T00111,2023-11-13,B002,C1130,P013,1,1415.33,0,Cash,0
T00112,2024-07-31,B004,C0094,P004,6,1904.03,15,Cash,0
T00113,2024-02-12,B005,C0400,P021,7,933.6,0,POS,0
T00114,2024-02-22,B006,C1032,P007,3,4480.14,20,Card,0
T00115,2023-10-25,B002,C0311,P044,8,5834.51,5,POS,0
T00116,2024-10-31,B002,C0330,P033,6,5086.1,0,POS,0
T00117,2024-03-17,B001,C0794,P016,4,2473.88,0,Cash,0
T00118,2024-05-24,B001,C0031,P010,5,5689.49,0,Cash,0
T00119,2023-06-23,B003,C0331,P005,5,5061.89,0,Transfer,1
T00120,2024-04-16,B003,C0970,P017,8,3768.61,0,POS,0
T00121,2024-05-14,B001,C0745,P055,5,1536.44,0,POS,0
T00122,2024-10-01,B003,C0766,P006,7,2976.68,0,Transfer,0
T00123,2023-02-13,B005,C0117,P048,4,3348.29,0,Cash,0
T00124,2024-01-20,B002,C1168,P026,2,3683.28,0,Card,0
T00125,2024-04-24,B006,C1096,P058,8,6661.09,10,Cash,0
T00126,2024-03-19,B002,C0823,P022,2,1729.53,0,Card,0
T00127,2023-04-28,B003,C0931,P003,3,3510.43,0,POS,0
T00128,2023-02-02,B005,C0779,P004,6,1904.03,0,Card,0
T00129,2023-01-24,B006,C0867,P018,5,3043.9,0,Cash,0
T00130,2023-03-25,B003,C0925,P056,7,5881.78,0,Transfer,0
T00131,2024-03-14,B003,C0609,P011,4,6148.13,0,Card,0
T00132,2023-06-14,B006,C0895,P023,7,1904.97,0,POS,1
T00133,2024-09-23,B002,C0664,P043,6,3000.55,20,POS,0
T00134,2024-11-21,B004,C0539,P034,1,5572.52,0,POS,0
T00135,2024-08-15,B001,C0075,P014,4,7065.75,0,POS,0
T00136,2023-08-03,B002,C1182,P001,6,3761.86,0,Cash,0
T00137,2023-05-08,B006,C1023,P042,8,6521.08,0,Transfer,0
T00138,2024-06-19,B003,C0233,P060,3,1240.2,0,Transfer,0
T00139,2024-07-09,B004,C0782,P019,7,1686.53,0,Cash,0
T00140,2023-04-17,B001,C0034,P040,7,1208.6,5,Card,0
T00141,2024-11-14,B003,C0862,P014,4,7065.75,0,Card,0
T00142,2023-05-08,B003,C0951,P027,7,4599.07,15,POS,0
T00143,2024-11-05,B003,C0630,P054,7,1617.82,0,Cash,0
T00144,2023-01-16,B001,C0315,P051,6,1053.72,0,Transfer,0
T00145,2024-03-16,B002,C1139,P026,4,3683.28,0,Card,0
T00146,2024-08-14,B004,C0264,P041,7,2259.73,0,POS,0
T00147,2023-06-12,B004,C0474,P007,3,4480.14,0,Card,0
T00148,2023-09-24,B005,C0326,P021,4,933.6,5,Card,1
T00149,2023-06-06,B001,C1114,P059,2,3124.65,0,Cash,0
T00150,2024-04-09,B006,C0734,P012,4,5665.44,0,POS,0
T00151,2023-09-09,B006,C0775,P050,5,3573.74,0,Transfer,1
T00152,2023-01-24,B006,C1187,P056,2,5881.78,5,Cash,0
T00153,2023-07-04,B001,C0159,P032,6,6891.12,0,POS,0
T00154,2023-01-23,B004,C0151,P032,2,6891.12,20,Card,0
T00155,2024-04-06,B002,C0369,P020,1,5897.54,0,Cash,0
T00156,2023-12-31,B005,C1120,P001,3,3761.86,0,Transfer,0
T00157,2023-01-31,B005,C0048,P034,3,5572.52,15,Cash,0
T00158,2023-05-22,B002,C0171,P047,3,2033.85,0,Card,0
T00159,2024-12-05,B006,C0603,P030,8,4633.39,0,Card,0
T00160,2023-07-22,B006,C0576,P026,2,3683.28,0,Transfer,0
T00161,2024-05-14,B004,C0914,P028,5,795.05,0,Cash,0
T00162,2024-08-03,B003,C0766,P058,2,6661.09,0,Cash,0
T00163,2024-02-24,B003,C1087,P023,7,1904.97,10,Transfer,0
T00164,2023-09-09,B001,C0441,P043,6,3000.55,0,Transfer,0
T00165,2023-01-12,B006,C0674,P014,8,7065.75,0,Transfer,0
T00166,2024-01-30,B003,C0435,P034,4,5572.52,15,Cash,0
T00167,2024-11-29,B004,C0651,P053,6,854.75,5,Card,0
T00168,2024-03-07,B001,C0255,P029,3,1994.98,0,Card,0
T00169,2023-01-19,B006,C1180,P001,8,3761.86,0,Card,1
T00170,2024-06-24,B001,C0691,P042,1,6521.08,5,Card,0
T00171,2023-12-26,B001,C1140,P050,6,3573.74,0,Cash,0
T00172,2024-04-10,B004,C0249,P054,6,1617.82,0,Cash,1
T00173,2023-01-11,B002,C0216,P021,7,933.6,0,Cash,0
T00174,2024-01-13,B005,C0011,P060,1,1240.2,0,Cash,0
T00175,2023-03-18,B003,C0675,P045,7,715.92,0,POS,0
T00176,2023-05-03,B002,C0654,P056,3,5881.78,0,Card,0
T00177,2024-06-18,B005,C0493,P037,8,6315.84,0,Transfer,0
T00178,2023-08-20,B001,C0541,P050,5,3573.74,0,Transfer,0
T00179,2024-11-06,B006,C0422,P045,2,715.92,20,Cash,0
T00180,2024-04-24,B004,C0385,P032,2,6891.12,0,Transfer,0
T00181,2024-04-09,B006,C0316,P055,2,1536.44,0,POS,0
T00182,2024-04-08,B005,C1052,P013,7,1415.33,15,Card,0
T00183,2024-08-14,B006,C0210,P010,8,5689.49,0,Cash,0
T00184,2023-07-11,B003,C0059,P031,8,1094.3,0,Cash,0
T00185,2024-03-17,B002,C0309,P026,7,3683.28,0,Cash,0
T00186,2023-02-20,B006,C0784,P047,7,2033.85,10,Card,0
T00187,2024-09-14,B004,C1063,P028,2,795.05,0,POS,0
T00188,2023-02-24,B001,C1179,P018,4,3043.9,5,Transfer,0
T00189,2024-02-19,B004,C0805,P007,4,4480.14,0,Transfer,0
T00190,2023-07-28,B003,C0590,P046,5,3472.28,0,Cash,0
T00191,2024-09-29,B004,C0626,P055,4,1536.44,5,POS,0
T00192,2023-05-26,B001,C0972,P028,6,795.05,15,Cash,0
T00193,2023-01-10,B005,C0722,P031,1,1094.3,0,POS,0
T00194,2023-01-18,B005,C0596,P054,4,1617.82,0,POS,0
T00195,2023-04-13,B003,C0688,P029,8,1994.98,0,Transfer,0
T00196,2024-04-14,B001,C0723,P020,6,5897.54,0,Card,0
T00197,2024-10-17,B001,C0303,P027,4,4599.07,0,POS,0
T00198,2024-08-14,B006,C0883,P024,4,2082.58,0,POS,0
T00199,2023-04-21,B003,C1116,P058,8,6661.09,0,POS,0
T00200,2023-12-26,B005,C0855,P018,5,3043.9,15,Cash,0
T00201,2023-12-19,B001,C0018,P032,3,6891.12,0,POS,0
T00202,2024-07-25,B006,C0334,P020,8,5897.54,0,Transfer,1
T00203,2023-10-17,B005,C0253,P004,8,1904.03,0,Card,0
T00204,2023-02-21,B003,C0283,P023,5,1904.97,0,POS,0
T00205,2023-05-27,B006,C0403,P028,2,795.05,0,Cash,0
T00206,2024-11-25,B006,C0792,P028,7,795.05,0,Cash,0
T00207,2024-09-03,B003,C0355,P037,7,6315.84,0,Transfer,0
T00208,2023-07-24,B003,C0278,P027,4,4599.07,0,Cash,0
T00209,2024-04-17,B005,C0376,P025,7,3001.7,20,Transfer,0
T00210,2024-01-02,B004,C0726,P028,8,795.05,0,Card,0
T00211,2023-01-28,B004,C0182,P049,3,3948.07,0,Transfer,0
T00212,2024-01-18,B002,,P058,5,6661.09,20,POS,0
T00213,2024-06-14,B004,C0112,P006,1,2976.68,0,Cash,0
T00214,2023-10-25,B005,C0987,P045,6,715.92,0,Cash,0
T00215,2023-02-24,B006,C0420,P034,3,5572.52,0,Card,0
T00216,2024-10-17,B002,C0617,P041,5,2259.73,0,Cash,0
T00217,2023-07-25,B001,C0138,P001,3,3761.86,0,Cash,0
T00218,2023-04-17,B004,C0051,P054,8,1617.82,0,Cash,0
T00219,2023-07-08,B002,C1120,P017,8,3768.61,0,Cash,0
T00220,2023-07-09,B002,C0493,P011,4,6148.13,0,Transfer,0
T00221,2024-08-25,B004,C0753,P043,5,3000.55,0,Cash,0
T00222,2023-06-01,B001,C0581,P030,2,4633.39,0,Cash,0
T00223,2024-10-28,B006,C0911,P003,6,3510.43,0,Card,0
T00224,2023-01-10,B002,C0733,P033,4,5086.1,0,Card,0
T00225,2023-06-05,B003,C1154,P022,8,1729.53,0,POS,0
T00226,2023-11-07,B004,C0140,P059,8,3124.65,0,Card,0
T00227,2024-12-29,B005,C1077,P017,3,3768.61,0,Transfer,0
T00228,2023-03-11,B001,C0061,P055,3,1536.44,0,Cash,0
T00229,2023-11-28,B002,C0485,P007,3,4480.14,0,Card,0
T00230,2023-03-07,B001,C0513,P008,1,5982.04,0,Cash,0
T00231,2024-10-08,B001,C0357,P021,2,933.6,0,Card,0
T00232,2024-07-23,B002,C0401,P017,8,3768.61,0,Transfer,0
T00233,2024-03-20,B005,C0394,P006,1,2976.68,0,Cash,0
T00234,2023-01-06,B003,C0836,P037,2,6315.84,0,Card,0
T00235,2024-04-30,B005,C0722,P023,3,1904.97,0,Card,0
T00236,2023-03-14,B005,C0161,P009,5,1122.17,20,POS,1
T00237,2023-01-24,B002,C0594,P060,5,1240.2,0,Transfer,1
T00238,2023-10-22,B001,C1095,P037,4,6315.84,0,Transfer,0
T00239,2024-12-27,B001,C1194,P031,5,1094.3,0,Cash,0
T00240,2024-12-26,B001,C0286,P014,6,7065.75,0,Cash,0
T00241,2024-07-31,B005,C0073,P023,2,1904.97,0,Cash,0
T00242,2023-05-13,B003,C0086,P007,1,4480.14,0,POS,0
T00243,2023-11-07,B002,C0044,P060,1,1240.2,10,Card,0
T00244,2024-07-19,B004,C0107,P025,7,3001.7,0,Card,0
T00245,2023-04-29,B004,C0242,P058,6,6661.09,0,Transfer,0
T00246,2023-08-26,B001,,P015,7,2207.51,0,Cash,0
T00247,2023-09-13,B001,C0157,P004,3,1904.03,0,Transfer,1
T00248,2024-11-01,B002,C0599,P009,7,1122.17,0,Cash,0
T00249,2024-07-10,B002,C1014,P046,6,3472.28,0,POS,0
T00250,2024-01-11,B005,C0600,P056,4,5881.78,0,Transfer,0
T00251,2023-04-17,B001,C0710,P058,7,6661.09,0,Card,0
T00252,2023-05-21,B005,C0473,P020,4,5897.54,10,Cash,0
T00253,2024-10-27,B004,C0234,P002,8,1911.41,0,Transfer,0
T00254,2023-03-28,B001,C0572,P055,7,1536.44,0,Card,0
T00255,2023-07-30,B004,C0378,P043,7,3000.55,0,Transfer,1
T00256,2023-01-27,B005,C0689,P060,5,1240.2,0,POS,0
T00257,2024-09-28,B004,C0876,P051,1,1053.72,0,Card,0
T00258,2023-10-22,B005,C0950,P028,5,795.05,20,Card,0
T00259,2023-05-16,B001,C0575,P052,5,3233.56,10,Transfer,0
T00260,2024-09-22,B003,C0741,P018,5,3043.9,0,Cash,0
T00261,2023-11-25,B003,C0367,P029,8,1994.98,5,Card,1
T00262,2024-10-15,B005,C0447,P027,1,4599.07,0,Cash,0
T00263,2023-11-18,B001,C0903,P012,5,5665.44,0,Transfer,0
T00264,2023-08-21,B006,C0358,P010,1,5689.49,0,Cash,0
T00265,2024-03-26,B005,C0650,P003,4,3510.43,15,Transfer,1
T00266,2024-12-04,B006,C0092,P039,4,5318.82,0,Cash,0
T00267,2023-03-21,B002,C0418,P021,6,933.6,0,Card,1
T00268,2023-10-17,B002,C0051,P021,6,933.6,0,Card,0
T00269,2023-10-29,B005,C0064,P011,6,6148.13,10,Cash,0
T00270,2023-11-17,B005,C1041,P051,6,1053.72,0,Card,0
T00271,2023-06-03,B004,C0161,P005,4,5061.89,0,Card,0
T00272,2024-06-24,B001,C0968,P043,8,3000.55,0,POS,0
T00273,2023-09-07,B003,C0498,P052,6,3233.56,0,Transfer,0
T00274,2023-09-04,B004,C0840,P024,2,2082.58,0,Cash,0
T00275,2024-09-11,B002,C0920,P051,7,1053.72,0,POS,0
T00276,2024-02-22,B006,C1198,P043,3,3000.55,0,Transfer,0
T00277,2024-02-23,B004,C1035,P010,8,5689.49,0,POS,0
T00278,2023-01-16,B002,C0248,P027,5,4599.07,0,Card,0
T00279,2023-02-04,B004,C0050,P045,3,715.92,0,POS,0
T00280,2024-02-02,B004,C0726,P009,7,1122.17,0,POS,0
T00281,2024-12-07,B005,C0221,P047,1,2033.85,15,Card,0
T00282,2024-03-22,B003,,P045,3,715.92,0,Cash,0
T00283,2024-08-30,B003,C0929,P025,6,3001.7,0,Transfer,0
T00284,2023-11-01,B004,C0699,P004,7,1904.03,0,Card,0
T00285,2023-05-27,B001,C0432,P028,5,795.05,0,Transfer,1
T00286,2023-05-02,B003,C0561,P032,8,6891.12,0,POS,0
T00287,2024-09-12,B001,C0475,P043,5,3000.55,10,POS,1
T00288,2024-07-06,B005,C0400,P001,8,3761.86,0,Cash,0
T00289,2024-08-07,B004,C0912,P034,3,5572.52,0,Transfer,0
T00290,2023-05-03,B004,C0886,P032,5,6891.12,10,Transfer,0
T00291,2024-12-21,B001,C0456,P047,2,2033.85,0,Transfer,0
T00292,2024-06-09,B006,C0152,P046,6,3472.28,0,Cash,0
T00293,2024-06-17,B003,C0390,P054,1,1617.82,0,Cash,0
T00294,2023-08-14,B006,C0401,P017,8,3768.61,10,Card,0
T00295,2023-04-01,B005,C0439,P001,7,3761.86,10,POS,1
T00296,2024-09-20,B004,C1196,P016,6,2473.88,0,POS,0
T00297,2023-10-27,B006,C0994,P032,7,6891.12,0,Card,0
T00298,2023-10-22,B004,C0916,P021,4,933.6,0,Cash,0
T00299,2024-11-07,B001,C0712,P045,7,715.92,0,Card,0
T00300,2024-09-07,B004,C0481,P002,5,1911.41,0,POS,0
T00301,2023-03-04,B005,C0662,P017,6,3768.61,0,Card,0
T00302,2023-02-25,B003,C0995,P047,4,2033.85,0,Cash,0
T00303,2024-08-09,B002,C1098,P014,2,7065.75,0,Transfer,0
T00304,2023-01-22,B004,C0185,P050,6,3573.74,0,Cash,0
T00305,2024-01-06,B005,C0407,P011,7,6148.13,0,POS,0
T00306,2024-01-18,B003,C0847,P014,4,7065.75,0,Cash,0
T00307,2024-06-23,B001,C1028,P026,8,3683.28,15,Transfer,1
T00308,2023-12-16,B001,C0558,P048,2,3348.29,0,Card,0
T00309,2023-10-04,B001,C0157,P005,7,5061.89,10,Cash,0
T00310,2023-07-18,B005,C0640,P051,6,1053.72,0,Cash,0
T00311,2023-04-13,B003,C1181,P031,7,1094.3,0,Cash,0
T00312,2023-10-13,B004,C0583,P059,4,3124.65,0,Card,0
T00313,2024-07-13,B006,C0222,P029,4,1994.98,0,Cash,0
T00314,2024-01-14,B004,C1154,P007,5,4480.14,0,Cash,1
T00315,2024-05-16,B005,C0512,P006,3,2976.68,0,Card,0
T00316,2023-08-27,B001,C1011,P017,7,3768.61,0,Transfer,0
T00317,2024-12-06,B005,C0833,P056,1,5881.78,0,POS,0
T00318,2024-07-12,B004,C0642,P042,4,6521.08,0,Card,0
T00319,2023-03-25,B001,C0872,P045,2,715.92,0,Cash,0
T00320,2023-06-20,B002,C0897,P056,2,5881.78,20,Card,0
T00321,2024-05-13,B002,C1121,P027,7,4599.07,5,Card,0
T00322,2024-11-23,B003,C1071,P021,6,933.6,0,POS,0
T00323,2023-07-29,B005,C0761,P034,5,5572.52,0,POS,0
T00324,2023-05-19,B002,C1074,P046,8,3472.28,20,POS,0
T00325,2023-01-06,B003,C0385,P013,2,1415.33,0,Transfer,1
T00326,2024-08-31,B002,C0137,P023,4,1904.97,0,Cash,0
T00327,2024-03-12,B005,C0627,P024,7,2082.58,0,POS,1
T00328,2023-08-10,B003,C0366,P017,2,3768.61,20,Transfer,0
T00329,2024-09-11,B003,C0970,P014,3,7065.75,10,POS,1
T00330,2023-05-31,B002,C0338,P031,1,1094.3,0,Cash,0
T00331,2024-03-11,B006,C0967,P021,5,933.6,0,Cash,0
T00332,2024-01-30,B006,C0972,P023,5,1904.97,0,Transfer,0
T00333,2023-08-08,B002,C0569,P046,3,3472.28,0,Card,0
T00334,2023-12-08,B005,C0892,P042,6,6521.08,15,Card,0
T00335,2024-03-10,B002,C1147,P057,4,4455.9,0,POS,0
T00336,2023-07-20,B004,C0740,P034,4,5572.52,15,Transfer,1
T00337,2023-09-17,B005,C0027,P039,5,5318.82,15,Card,0
T00338,2023-12-17,B003,C0118,P037,1,6315.84,0,Card,0
T00339,2024-05-17,B002,C0970,P048,2,3348.29,5,POS,0
T00340,2023-05-15,B001,C0860,P054,2,1617.82,5,Transfer,1
T00341,2023-07-18,B006,C0035,P022,6,1729.53,0,POS,0
T00342,2024-01-11,B005,C0030,P043,7,3000.55,0,Cash,1
T00343,2024-05-28,B002,C0547,P006,3,2976.68,0,Transfer,0
T00344,2024-02-24,B002,C0007,P020,5,5897.54,0,Cash,0
T00345,2023-12-06,B005,C0949,P006,2,2976.68,0,POS,0
T00346,2024-08-28,B006,C0042,P050,3,3573.74,0,POS,0
T00347,2023-09-10,B003,C0392,P048,3,3348.29,0,Card,0
T00348,2023-05-24,B005,C0647,P027,4,4599.07,0,Transfer,0
T00349,2023-10-30,B003,C0901,P017,2,3768.61,0,Transfer,0
T00350,2024-04-05,B006,C0350,P003,7,3510.43,10,Card,0
T00351,2023-10-23,B002,C0701,P045,5,715.92,10,Transfer,0
T00352,2023-04-29,B005,C0382,P031,3,1094.3,0,Transfer,0
T00353,2024-08-25,B001,C0661,P045,2,715.92,0,Cash,0
T00354,2024-12-11,B001,C0384,P059,6,3124.65,0,Card,0
T00355,2024-03-25,B005,C0935,P038,7,869.92,0,Card,0
T00356,2024-01-18,B005,C0692,P031,7,1094.3,0,POS,0
T00357,2024-06-03,B001,C0863,P028,5,795.05,0,Card,0
T00358,2023-06-20,B003,C1074,P013,3,1415.33,15,Cash,0
T00359,2023-05-25,B003,C0940,P026,3,3683.28,0,POS,0
T00360,2023-11-11,B001,C0379,P016,4,2473.88,0,POS,0
T00361,2024-01-19,B001,C0978,P011,6,6148.13,20,POS,0
T00362,2024-04-19,B006,C0498,P049,2,3948.07,0,Transfer,0
T00363,2024-12-27,B003,C0870,P039,7,5318.82,0,Transfer,0
T00364,2024-08-23,B001,C0455,P057,3,4455.9,0,Transfer,0
T00365,2023-01-02,B005,C0816,P059,2,3124.65,0,POS,0
T00366,2023-11-06,B004,C0191,P022,7,1729.53,0,Card,0
T00367,2024-11-22,B004,C0072,P017,7,3768.61,20,Cash,0
T00368,2024-12-16,B001,,P052,1,3233.56,10,Card,0
T00369,2024-10-31,B006,C0823,P028,1,795.05,0,Transfer,0
T00370,2024-04-06,B005,C0764,P050,8,3573.74,0,Transfer,0
T00371,2024-03-10,B005,C0786,P056,2,5881.78,15,Transfer,0
T00372,2024-04-10,B004,C0100,P030,5,4633.39,20,Card,0
T00373,2023-12-24,B003,C0872,P022,5,1729.53,0,Cash,0
T00374,2024-01-01,B004,C0036,P029,6,1994.98,0,Cash,0
T00375,2023-02-07,B005,C0812,P016,3,2473.88,5,POS,0
T00376,2024-03-17,B003,C0708,P030,4,4633.39,0,Card,1
T00377,2023-02-09,B002,C0208,P025,2,3001.7,0,Transfer,0
T00378,2023-09-21,B006,C0163,P054,7,1617.82,0,POS,0
T00379,2024-09-22,B005,C1105,P055,4,1536.44,0,Cash,0
T00380,2024-03-23,B003,C0381,P018,1,3043.9,0,POS,0
T00381,2024-02-21,B002,C0039,P051,7,1053.72,0,Transfer,0
T00382,2024-10-12,B003,C0199,P015,4,2207.51,15,POS,1
T00383,2024-12-08,B004,,P041,6,2259.73,0,Card,0
T00384,2023-12-21,B003,C0911,P010,8,5689.49,0,Card,0
T00385,2024-11-20,B004,C0524,P026,1,3683.28,0,Cash,0
T00386,2023-12-06,B002,C1085,P024,5,2082.58,0,Transfer,0
T00387,2023-06-09,B005,C1198,P011,6,6148.13,0,Card,0
T00388,2023-10-18,B005,C1006,P016,7,2473.88,0,POS,0
T00389,2023-05-07,B001,C0811,P014,4,7065.75,0,Transfer,0
T00390,2024-02-15,B005,C0837,P023,4,1904.97,0,Transfer,0
